Image,Quality,PSNR,SSIM,FSI,Payload,Max EC,Success
lake,60,39.50899447170323,0.9528795694900803,562.0,13000,64782,Yes
lake,60,39.14090539030965,0.9505452179660883,584.0,14000,64782,Yes
lake,60,38.832254541797944,0.9481698654827182,624.0,15000,64782,Yes
lake,70,54.73329254690174,0.9974066613349509,52.0,1000,77118,Yes
lake,70,51.671098819041,0.9948572141667926,126.0,2000,77118,Yes
lake,70,49.77969756104216,0.9922195138784021,158.0,3000,77118,Yes
lake,70,48.46847653376802,0.9898933471987752,225.0,4000,77118,Yes
lake,70,47.27270414357622,0.9871262755242379,259.0,5000,77118,Yes
lake,70,46.36490168990083,0.9847272027509238,311.0,6000,77118,Yes
lake,70,45.55673386971037,0.9821340735505297,355.0,7000,77118,Yes
lake,70,44.73374718650635,0.9794752560481259,390.0,8000,77118,Yes
lake,70,44.18712939526558,0.9773105994162713,432.0,9000,77118,Yes
lake,70,43.57757006747147,0.9747701718552135,485.0,10000,77118,Yes
lake,70,43.100024676992206,0.9724986090800166,512.0,11000,77118,Yes
lake,70,42.375570928565615,0.9697459555141861,580.0,12000,77118,Yes
lake,70,42.09431190073423,0.968115560082602,593.0,13000,77118,Yes
lake,70,41.767250668271174,0.9664027390739245,611.0,14000,77118,Yes
lake,70,41.400081869392565,0.9646113642652419,641.0,15000,77118,Yes
lake,80,57.707825541861595,0.9985632700762789,70.0,1000,97323,Yes
lake,80,54.386126123914224,0.9969040332193613,112.0,2000,97323,Yes
lake,80,52.667104052543145,0.9955206201424279,176.0,3000,97323,Yes
lake,80,51.31946546287972,0.9940035253864384,216.0,4000,97323,Yes
lake,80,50.27348323689313,0.9925906314959133,290.0,5000,97323,Yes
lake,80,49.366583180871714,0.9910551007470543,298.0,6000,97323,Yes
lake,80,48.36000381416069,0.9891854623846765,329.0,7000,97323,Yes
lake,80,47.66828295146393,0.9876325298009591,360.0,8000,97323,Yes
lake,80,46.9391575589393,0.9857631662734707,430.0,9000,97323,Yes
lake,80,46.224027101382845,0.9839796829283033,449.0,10000,97323,Yes
lake,80,45.77899459536372,0.9827076071075498,471.0,11000,97323,Yes
lake,80,45.32937007472587,0.9812421317276153,522.0,12000,97323,Yes
lake,80,44.708307645833415,0.9791787999133377,563.0,13000,97323,Yes
lake,80,44.28384467903705,0.9777853261820515,599.0,14000,97323,Yes
lake,80,43.98360307271987,0.9765013485333931,625.0,15000,97323,Yes
lake,90,62.89215341963465,0.9995119234034303,61.0,1000,151191,Yes
lake,90,58.812559511833065,0.998820950130977,78.0,2000,151191,Yes
lake,90,55.591068099510636,0.9975952173161661,135.0,3000,151191,Yes
lake,90,54.5507890211788,0.9969512506057825,206.0,4000,151191,Yes
lake,90,53.745653409800134,0.9963665440865003,188.0,5000,151191,Yes
lake,90,51.718827276796056,0.9943926932962033,245.0,6000,151191,Yes
lake,90,51.27515737614256,0.99380432152575,288.0,7000,151191,Yes
lake,90,50.766214859612745,0.9930813468606029,340.0,8000,151191,Yes
lake,90,49.592796405742796,0.9912760530778505,320.0,9000,151191,Yes
lake,90,49.08155729483086,0.9904075488445399,383.0,10000,151191,Yes
lake,90,48.6165526436812,0.9895423849619602,427.0,11000,151191,Yes
lake,90,47.846173843534096,0.987829484223773,494.0,12000,151191,Yes
lake,90,47.61134818563975,0.9872625039625146,474.0,13000,151191,Yes
lake,90,47.266997268600974,0.9864874010931852,520.0,14000,151191,Yes
lake,90,46.63109967201882,0.984843005234925,552.0,15000,151191,Yes
peppers,50,51.42726170166702,0.9955619660352003,49.0,1000,36081,Yes
peppers,50,47.817979783778924,0.9894523826533312,102.0,2000,36081,Yes
peppers,50,46.143630076968506,0.9848971279827049,128.0,3000,36081,Yes
peppers,50,44.8822812277171,0.9805049141417675,166.0,4000,36081,Yes
peppers,50,43.63608058857426,0.9749305483786781,233.0,5000,36081,Yes
peppers,50,42.666793308485786,0.9695555541278618,284.0,6000,36081,Yes
peppers,50,42.032536196239406,0.9656665498675405,313.0,7000,36081,Yes
peppers,50,41.49687828075191,0.9621339207532237,330.0,8000,36081,Yes
peppers,50,40.94467221619658,0.9584819939395448,365.0,9000,36081,Yes
peppers,50,40.268921709919454,0.9532736864424649,406.0,10000,36081,Yes
peppers,50,39.76983035864995,0.9496176566593386,439.0,11000,36081,Yes
peppers,50,39.38420867818033,0.9461306952501414,475.0,12000,36081,Yes
peppers,50,38.93327178420901,0.9430465495197461,482.0,13000,36081,Yes
peppers,50,38.57332129549326,0.9402918718768438,533.0,14000,36081,Yes
peppers,50,38.01718689307045,0.936858026261344,591.0,15000,36081,Yes
peppers,60,52.38589877328994,0.9959276106000696,81.0,1000,43509,Yes
peppers,60,49.40946948984755,0.9921254103575132,131.0,2000,43509,Yes
peppers,60,47.74808036419337,0.9887900452341417,181.0,3000,43509,Yes
peppers,60,46.30807419844519,0.9846429943973648,233.0,4000,43509,Yes
peppers,60,45.01162638455685,0.9794291976269872,281.0,5000,43509,Yes
peppers,60,44.34535641331168,0.9766402780214593,329.0,6000,43509,Yes
peppers,60,43.647176860801515,0.9731309910079946,360.0,7000,43509,Yes
peppers,60,43.07278442176917,0.9699935020206814,405.0,8000,43509,Yes
peppers,60,42.48836342181598,0.966433355798922,433.0,9000,43509,Yes
peppers,60,41.80804903718691,0.9617624542716203,524.0,10000,43509,Yes
peppers,60,41.40467045898872,0.9592483872949659,539.0,11000,43509,Yes
peppers,60,41.04056476894104,0.956461944330696,567.0,12000,43509,Yes
peppers,60,40.65494014940562,0.9535131559601928,613.0,13000,43509,Yes
peppers,60,40.33132548754347,0.9508394624576526,636.0,14000,43509,Yes
peppers,60,39.92569186018572,0.947264451873082,668.0,15000,43509,Yes
peppers,70,54.772490096254586,0.9975179988229014,76.0,1000,53805,Yes
peppers,70,51.98027667865762,0.9954355753043858,128.0,2000,53805,Yes
peppers,70,49.945266546539095,0.9926500357899462,182.0,3000,53805,Yes
peppers,70,48.61255252365652,0.9901370028350303,246.0,4000,53805,Yes
peppers,70,47.7321210411647,0.9880951952665051,275.0,5000,53805,Yes
peppers,70,46.95440750682346,0.9859538468117938,310.0,6000,53805,Yes
peppers,70,46.33073793386292,0.984036586575425,341.0,7000,53805,Yes
peppers,70,45.62269924740053,0.9814962542560123,410.0,8000,53805,Yes
peppers,70,44.93783040290192,0.9787553146418216,493.0,9000,53805,Yes
peppers,70,44.52809406012613,0.9769218353649267,511.0,10000,53805,Yes
peppers,70,44.1116068866986,0.9749845132752342,522.0,11000,53805,Yes
peppers,70,43.68451535342377,0.9728315331493478,579.0,12000,53805,Yes
peppers,70,43.34459621304166,0.9709463566295896,608.0,13000,53805,Yes
peppers,70,42.951532898322384,0.9686981113172619,651.0,14000,53805,Yes
peppers,70,42.47968741506173,0.9655887344924395,713.0,15000,53805,Yes
peppers,80,58.205901360224786,0.9987602048575557,75.0,1000,70980,Yes
peppers,80,54.88534044067365,0.9973648465486004,114.0,2000,70980,Yes
peppers,80,53.085058463122635,0.9961031344425249,163.0,3000,70980,Yes
peppers,80,51.78895568239457,0.9948147272408322,189.0,4000,70980,Yes
peppers,80,50.33202398562605,0.9928266317842782,277.0,5000,70980,Yes
peppers,80,49.36673732539315,0.9912024227464334,302.0,6000,70980,Yes
peppers,80,48.73258969996349,0.9898771575974201,355.0,7000,70980,Yes
peppers,80,48.049675328201495,0.9881964852238472,384.0,8000,70980,Yes
peppers,80,47.59558968241237,0.9870285842426206,408.0,9000,70980,Yes
peppers,80,47.095244070869704,0.98555794321772,479.0,10000,70980,Yes
peppers,80,46.56185329963489,0.9837816596630063,518.0,11000,70980,Yes
peppers,80,45.99012177947415,0.9816378792111543,579.0,12000,70980,Yes
peppers,80,45.72164279503603,0.9806278219748238,611.0,13000,70980,Yes
peppers,80,45.40664409303083,0.9793497034891592,629.0,14000,70980,Yes
peppers,80,45.041880197301055,0.9778383143693267,691.0,15000,70980,Yes
peppers,90,62.06027713967898,0.9994367549717976,72.0,1000,117591,Yes
peppers,90,58.07130667712252,0.9986173879866465,99.0,2000,117591,Yes
peppers,90,56.57438485761703,0.998052742443054,133.0,3000,117591,Yes
peppers,90,55.21418268164187,0.9973695006135153,169.0,4000,117591,Yes
peppers,90,53.60216661725229,0.996278109704063,224.0,5000,117591,Yes
peppers,90,53.05432233712366,0.9958074102208174,234.0,6000,117591,Yes
