Image,Quality,Payload,PSNR,SSIM,FSI,Max EC,Success,,Image,Quality,PSNR,SSIM,FSI,Payload,Max EC,Success,,PSNR DESC,PSNR ASC,SELISIH,,SSIM DESC,SSIM ASC,SELISIH
lake,70,13000,46.84037546,0.99406228,223,77118,Yes,,lake,70,46.87483998,0.995573266,146,13000,77118,Yes,,46.84037546,46.87483998,-0.03446452,,0.99406228,0.995573266,-0.001510986
lake,70,14000,46.59012356,0.993861598,229,77118,Yes,,lake,70,46.62991517,0.995346225,124,14000,77118,Yes,,46.59012356,46.62991517,-0.039791605,,0.993861598,0.995346225,-0.001484627
lake,70,15000,46.35941123,0.993711912,209,77118,Yes,,lake,70,46.40124936,0.99505874,139,15000,77118,Yes,,46.35941123,46.40124936,-0.041838133,,0.993711912,0.99505874,-0.001346828
lake,80,1000,61.27235612,0.999405105,80,97323,Yes,,lake,80,60.43704928,0.999948796,7,1000,97323,Yes,,61.27235612,60.43704928,0.835306835,,0.999405105,0.999948796,-0.000543691
lake,80,2000,58.15062982,0.998924142,82,97323,Yes,,lake,80,57.32139402,0.999868909,28,2000,97323,Yes,,58.15062982,57.32139402,0.829235796,,0.998924142,0.999868909,-0.000944767
lake,80,3000,56.28952704,0.99855471,104,97323,Yes,,lake,80,55.62424315,0.999770813,34,3000,97323,Yes,,56.28952704,55.62424315,0.665283894,,0.99855471,0.999770813,-0.001216103
lake,80,4000,54.94531056,0.998274188,106,97323,Yes,,lake,80,54.36004397,0.9996402,16,4000,97323,Yes,,54.94531056,54.36004397,0.585266589,,0.998274188,0.9996402,-0.001366012
lake,80,5000,53.86969176,0.998052324,127,97323,Yes,,lake,80,53.40858446,0.99947434,42,5000,97323,Yes,,53.86969176,53.40858446,0.461107296,,0.998052324,0.99947434,-0.001422016
lake,80,6000,52.992886,0.997889607,101,97323,Yes,,lake,80,52.63684049,0.999242164,12,6000,97323,Yes,,52.992886,52.63684049,0.356045513,,0.997889607,0.999242164,-0.001352557
lake,80,7000,52.28944602,0.99777019,118,97323,Yes,,lake,80,52.0035324,0.998943183,34,7000,97323,Yes,,52.28944602,52.0035324,0.285913623,,0.99777019,0.998943183,-0.001172993
lake,80,8000,51.66429105,0.997672848,140,97323,Yes,,lake,80,51.46854601,0.998551625,38,8000,97323,Yes,,51.66429105,51.46854601,0.195745039,,0.997672848,0.998551625,-0.000878777
lake,80,9000,51.1288282,0.997599513,120,97323,Yes,,lake,80,50.99568823,0.998021569,72,9000,97323,Yes,,51.1288282,50.99568823,0.133139971,,0.997599513,0.998021569,-0.000422056
lake,80,10000,50.64326584,0.997490602,140,97323,Yes,,lake,80,50.6255158,0.997478831,124,10000,97323,Yes,,50.64326584,50.6255158,0.017750038,,0.997490602,0.997478831,1.17714E-05
lake,80,11000,50.29966482,0.996952341,174,97323,Yes,,lake,80,50.31632119,0.997444069,121,11000,97323,Yes,,50.29966482,50.31632119,-0.016656373,,0.996952341,0.997444069,-0.000491728
lake,80,12000,49.98903633,0.996586165,215,97323,Yes,,lake,80,50.00535713,0.997383674,123,12000,97323,Yes,,49.98903633,50.00535713,-0.0163208,,0.996586165,0.997383674,-0.000797509
lake,80,13000,49.71704028,0.996338832,183,97323,Yes,,lake,80,49.71668223,0.997308631,100,13000,97323,Yes,,49.71704028,49.71668223,0.000358047,,0.996338832,0.997308631,-0.000969799
lake,80,14000,49.44535506,0.99615279,201,97323,Yes,,lake,80,49.44580355,0.997215084,106,14000,97323,Yes,,49.44535506,49.44580355,-0.000448486,,0.99615279,0.997215084,-0.001062294
lake,80,15000,49.18916251,0.99601712,174,97323,Yes,,lake,80,49.19351929,0.997088253,124,15000,97323,Yes,,49.18916251,49.19351929,-0.004356779,,0.99601712,0.997088253,-0.001071133
lake,90,1000,64.88502658,0.999718364,22,151191,Yes,,lake,90,64.4295707,0.999978619,-22,1000,151191,Yes,,64.88502658,64.4295707,0.455455876,,0.999718364,0.999978619,-0.000260255
lake,90,2000,61.9403444,0.99948803,56,151191,Yes,,lake,90,61.44549077,0.999951035,2,2000,151191,Yes,,61.9403444,61.44549077,0.49485363,,0.99948803,0.999951035,-0.000463005
lake,90,3000,60.10466961,0.999316721,16,151191,Yes,,lake,90,59.75263396,0.999915744,-19,3000,151191,Yes,,60.10466961,59.75263396,0.352035649,,0.999316721,0.999915744,-0.000599023
lake,90,4000,58.81469216,0.99919302,-9,151191,Yes,,lake,90,58.52986219,0.999869685,3,4000,151191,Yes,,58.81469216,58.52986219,0.28482997,,0.99919302,0.999869685,-0.000676665
lake,90,5000,57.83950706,0.999092894,41,151191,Yes,,lake,90,57.55006001,0.999805594,32,5000,151191,Yes,,57.83950706,57.55006001,0.289447048,,0.999092894,0.999805594,-0.0007127
lake,90,6000,57.01728159,0.999008729,-8,151191,Yes,,lake,90,56.77252282,0.999726999,10,6000,151191,Yes,,57.01728159,56.77252282,0.244758766,,0.999008729,0.999726999,-0.00071827
lake,90,7000,56.34144493,0.99894769,36,151191,Yes,,lake,90,56.11369681,0.999627316,10,7000,151191,Yes,,56.34144493,56.11369681,0.227748119,,0.99894769,0.999627316,-0.000679626
lake,90,8000,55.72503083,0.998899323,6,151191,Yes,,lake,90,55.53229388,0.999499594,34,8000,151191,Yes,,55.72503083,55.53229388,0.192736949,,0.998899323,0.999499594,-0.000600271
lake,90,9000,55.2106292,0.998863372,6,151191,Yes,,lake,90,55.04884926,0.999338306,-45,9000,151191,Yes,,55.2106292,55.04884926,0.161779941,,0.998863372,0.999338306,-0.000474934
lake,90,10000,54.71771205,0.998833019,-6,151191,Yes,,lake,90,54.61741002,0.999113299,-23,10000,151191,Yes,,54.71771205,54.61741002,0.100302032,,0.998833019,0.999113299,-0.00028028
lake,90,11000,54.27965185,0.998809288,28,151191,Yes,,lake,90,54.2361874,0.998843614,18,11000,151191,Yes,,54.27965185,54.2361874,0.043464449,,0.998809288,0.998843614,-3.43263E-05
lake,90,12000,54.02297208,0.998652998,18,151191,Yes,,lake,90,54.01461631,0.998780191,13,12000,151191,Yes,,54.02297208,54.01461631,0.008355774,,0.998652998,0.998780191,-0.000127193
lake,90,13000,53.82108737,0.998523071,29,151191,Yes,,lake,90,53.82914017,0.998765394,-37,13000,151191,Yes,,53.82108737,53.82914017,-0.008052799,,0.998523071,0.998765394,-0.000242323
lake,90,14000,53.62564664,0.998426993,40,151191,Yes,,lake,90,53.64760171,0.998746574,-37,14000,151191,Yes,,53.62564664,53.64760171,-0.021955069,,0.998426993,0.998746574,-0.000319581
lake,90,15000,53.4469548,0.99836084,51,151191,Yes,,lake,90,53.48549663,0.998724031,-63,15000,151191,Yes,,53.4469548,53.48549663,-0.038541828,,0.99836084,0.998724031,-0.000363191
peppers,50,1000,55.02974364,0.998139743,78,36081,Yes,,peppers,50,53.46672065,0.999473536,9,1000,36081,Yes,,55.02974364,53.46672065,1.563022985,,0.998139743,0.999473536,-0.001333793
peppers,50,2000,51.6681799,0.996320073,126,36081,Yes,,peppers,50,50.43704928,0.998667668,16,2000,36081,Yes,,51.6681799,50.43704928,1.231130617,,0.996320073,0.998667668,-0.002347595
peppers,50,3000,49.68237528,0.994791499,140,36081,Yes,,peppers,50,48.76720842,0.997704638,14,3000,36081,Yes,,49.68237528,48.76720842,0.915166859,,0.994791499,0.997704638,-0.002913139
peppers,50,4000,48.27746837,0.993640889,171,36081,Yes,,peppers,50,47.64994334,0.996413015,44,4000,36081,Yes,,48.27746837,47.64994334,0.627525025,,0.993640889,0.996413015,-0.002772126
peppers,50,5000,47.13687106,0.992690614,176,36081,Yes,,peppers,50,46.82760583,0.994786749,59,5000,36081,Yes,,47.13687106,46.82760583,0.309265234,,0.992690614,0.994786749,-0.002096135
peppers,50,6000,46.22164614,0.992015837,192,36081,Yes,,peppers,50,46.20401644,0.993053721,133,6000,36081,Yes,,46.22164614,46.20401644,0.017629699,,0.992015837,0.993053721,-0.001037884
peppers,50,7000,45.52713307,0.991079583,227,36081,Yes,,peppers,50,45.66281364,0.992045626,173,7000,36081,Yes,,45.52713307,45.66281364,-0.135680573,,0.991079583,0.992045626,-0.000966043
peppers,50,8000,45.03702638,0.989807784,263,36081,Yes,,peppers,50,45.13750982,0.991507007,165,8000,36081,Yes,,45.03702638,45.13750982,-0.100483443,,0.989807784,0.991507007,-0.001699223
peppers,50,9000,44.54122413,0.988908126,268,36081,Yes,,peppers,50,44.6911127,0.990769856,185,9000,36081,Yes,,44.54122413,44.6911127,-0.149888569,,0.988908126,0.990769856,-0.00186173
peppers,50,10000,44.13364029,0.988280047,291,36081,Yes,,peppers,50,44.22810626,0.989613474,222,10000,36081,Yes,,44.13364029,44.22810626,-0.094465967,,0.988280047,0.989613474,-0.001333427
peppers,50,11000,43.7191171,0.987739664,285,36081,Yes,,peppers,50,43.85873767,0.988111979,300,11000,36081,Yes,,43.7191171,43.85873767,-0.139620566,,0.987739664,0.988111979,-0.000372315
peppers,50,12000,43.20257032,0.98641879,341,36081,Yes,,peppers,50,43.43400901,0.987591554,309,12000,36081,Yes,,43.20257032,43.43400901,-0.231438686,,0.98641879,0.987591554,-0.001172764
peppers,50,13000,42.83709393,0.985674018,363,36081,Yes,,peppers,50,43.03303307,0.986756003,329,13000,36081,Yes,,42.83709393,43.03303307,-0.195939137,,0.985674018,0.986756003,-0.001081985
peppers,50,14000,42.47482434,0.985006992,387,36081,Yes,,peppers,50,42.530139,0.985260431,398,14000,36081,Yes,,42.47482434,42.530139,-0.055314661,,0.985006992,0.985260431,-0.000253439
peppers,50,15000,41.85805773,0.98359238,438,36081,Yes,,peppers,50,42.10559637,0.984438536,392,15000,36081,Yes,,41.85805773,42.10559637,-0.247538639,,0.98359238,0.984438536,-0.000846156
peppers,60,1000,56.6816293,0.998555194,96,43509,Yes,,peppers,60,54.78428035,0.999604647,49,1000,43509,Yes,,56.6816293,54.78428035,1.89734895,,0.998555194,0.999604647,-0.001049453
peppers,60,2000,53.40774679,0.997192225,150,43509,Yes,,peppers,60,52.02066068,0.999069793,41,2000,43509,Yes,,53.40774679,52.02066068,1.387086111,,0.997192225,0.999069793,-0.001877568
peppers,60,3000,51.3780301,0.995973536,172,43509,Yes,,peppers,60,50.2164441,0.998269805,50,3000,43509,Yes,,51.3780301,50.2164441,1.161585995,,0.995973536,0.998269805,-0.002296269
peppers,60,4000,49.93330742,0.994921892,204,43509,Yes,,peppers,60,49.12993566,0.997354666,67,4000,43509,Yes,,49.93330742,49.12993566,0.803371758,,0.994921892,0.997354666,-0.002432774
peppers,60,5000,48.79785339,0.99410802,202,43509,Yes,,peppers,60,48.24606894,0.996122732,102,5000,43509,Yes,,48.79785339,48.24606894,0.551784453,,0.99410802,0.996122732,-0.002014712
peppers,60,6000,47.87652042,0.993512828,199,43509,Yes,,peppers,60,47.55729824,0.994782733,136,6000,43509,Yes,,47.87652042,47.55729824,0.31922218,,0.993512828,0.994782733,-0.001269905
peppers,60,7000,47.12221547,0.993086523,214,43509,Yes,,peppers,60,47.02661183,0.993353242,219,7000,43509,Yes,,47.12221547,47.02661183,0.095603643,,0.993086523,0.993353242,-0.000266719
peppers,60,8000,46.5893103,0.992066495,289,43509,Yes,,peppers,60,46.61684846,0.992763103,235,8000,43509,Yes,,46.5893103,46.61684846,-0.027538163,,0.992066495,0.992763103,-0.000696608
peppers,60,9000,46.18701922,0.991101184,333,43509,Yes,,peppers,60,46.19426832,0.992372999,252,9000,43509,Yes,,46.18701922,46.19426832,-0.007249104,,0.991101184,0.992372999,-0.001271815
peppers,60,10000,45.78358552,0.99032409,341,43509,Yes,,peppers,60,45.80335483,0.991789436,245,10000,43509,Yes,,45.78358552,45.80335483,-0.019769312,,0.99032409,0.991789436,-0.001465346
peppers,60,11000,45.44465136,0.989776641,356,43509,Yes,,peppers,60,45.44695473,0.991074382,267,11000,43509,Yes,,45.44465136,45.44695473,-0.002303368,,0.989776641,0.991074382,-0.001297741
peppers,60,12000,45.11986587,0.989406878,375,43509,Yes,,peppers,60,45.1306047,0.990080432,317,12000,43509,Yes,,45.11986587,45.1306047,-0.010738831,,0.989406878,0.990080432,-0.000673554
peppers,60,13000,44.74832844,0.988674272,419,43509,Yes,,peppers,60,44.83657992,0.989196793,377,13000,43509,Yes,,44.74832844,44.83657992,-0.088251476,,0.988674272,0.989196793,-0.000522521
peppers,60,14000,44.25484419,0.987535361,441,43509,Yes,,peppers,60,44.50980431,0.988838449,384,14000,43509,Yes,,44.25484419,44.50980431,-0.254960119,,0.987535361,0.988838449,-0.001303088
peppers,60,15000,43.93146484,0.986880508,481,43509,Yes,,peppers,60,44.17653204,0.988264674,400,15000,43509,Yes,,43.93146484,44.17653204,-0.245067201,,0.986880508,0.988264674,-0.001384166
peppers,70,1000,59.12639218,0.999096343,83,53805,Yes,,peppers,70,57.22095185,0.999770846,25,1000,53805,Yes,,59.12639218,57.22095185,1.905440333,,0.999096343,0.999770846,-0.000674503
peppers,70,2000,55.83260272,0.998227843,142,53805,Yes,,peppers,70,54.17013144,0.999397891,27,2000,53805,Yes,,55.83260272,54.17013144,1.662471278,,0.998227843,0.999397891,-0.001170048
peppers,70,3000,53.76980297,0.997335747,142,53805,Yes,,peppers,70,52.53266265,0.998947746,69,3000,53805,Yes,,53.76980297,52.53266265,1.237140318,,0.997335747,0.998947746,-0.001611999
peppers,70,4000,52.33744828,0.996562911,182,53805,Yes,,peppers,70,51.40621985,0.9984049,59,4000,53805,Yes,,52.33744828,51.40621985,0.93122843,,0.996562911,0.9984049,-0.001841989
peppers,70,5000,51.30543722,0.995997026,176,53805,Yes,,peppers,70,50.47360522,0.997637074,68,5000,53805,Yes,,51.30543722,50.47360522,0.831831997,,0.995997026,0.997637074,-0.001640048
peppers,70,6000,50.42947672,0.995533482,206,53805,Yes,,peppers,70,49.8017188,0.996880037,93,6000,53805,Yes,,50.42947672,49.8017188,0.627757925,,0.995533482,0.996880037,-0.001346555
peppers,70,7000,49.62775639,0.995164573,200,53805,Yes,,peppers,70,49.21290273,0.995943782,134,7000,53805,Yes,,49.62775639,49.21290273,0.414853657,,0.995164573,0.995943782,-0.000779209
peppers,70,8000,48.94982465,0.994897498,205,53805,Yes,,peppers,70,48.76812923,0.995040368,196,8000,53805,Yes,,48.94982465,48.76812923,0.181695417,,0.994897498,0.995040368,-0.00014287
peppers,70,9000,48.46697264,0.994145475,273,53805,Yes,,peppers,70,48.39283926,0.994651532,197,9000,53805,Yes,,48.46697264,48.39283926,0.074133385,,0.994145475,0.994651532,-0.000506057
peppers,70,10000,48.10737488,0.993438617,305,53805,Yes,,peppers,70,48.04926884,0.994435468,236,10000,53805,Yes,,48.10737488,48.04926884,0.058106044,,0.993438617,0.994435468,-0.000996851
peppers,70,11000,47.7682876,0.992852945,339,53805,Yes,,peppers,70,47.74459277,0.99416835,222,11000,53805,Yes,,47.7682876,47.74459277,0.023694835,,0.992852945,0.99416835,-0.001315405
peppers,70,12000,47.47618144,0.992433706,354,53805,Yes,,peppers,70,47.46619019,0.993812725,217,12000,53805,Yes,,47.47618144,47.46619019,0.00999125,,0.992433706,0.993812725,-0.001379019
peppers,70,13000,47.20938572,0.992107374,375,53805,Yes,,peppers,70,47.17173479,0.993291517,241,13000,53805,Yes,,47.20938572,47.17173479,0.037650928,,0.992107374,0.993291517,-0.001184143
peppers,70,14000,46.94221839,0.991856401,362,53805,Yes,,peppers,70,46.91780447,0.992672192,281,14000,53805,Yes,,46.94221839,46.91780447,0.024413918,,0.991856401,0.992672192,-0.000815791
peppers,70,15000,46.68854117,0.991678303,374,53805,Yes,,peppers,70,46.62352911,0.991759348,371,15000,53805,Yes,,46.68854117,46.62352911,0.065012059,,0.991678303,0.991759348,-8.10453E-05
peppers,80,1000,61.51788083,0.999468757,78,70980,Yes,,peppers,80,60.61006579,0.999891868,28,1000,70980,Yes,,61.51788083,60.61006579,0.907815041,,0.999468757,0.999891868,-0.000423111
peppers,80,2000,58.43341419,0.998974819,99,70980,Yes,,peppers,80,57.61386251,0.999723364,34,2000,70980,Yes,,58.43341419,57.61386251,0.819551684,,0.998974819,0.999723364,-0.000748545
peppers,80,3000,56.4710814,0.998472067,107,70980,Yes,,peppers,80,55.81526559,0.999489435,35,3000,70980,Yes,,56.4710814,55.81526559,0.655815811,,0.998472067,0.999489435,-0.001017368
peppers,80,4000,55.1267871,0.99806355,120,70980,Yes,,peppers,80,54.66115644,0.999217568,45,4000,70980,Yes,,55.1267871,54.66115644,0.465630656,,0.99806355,0.999217568,-0.001154018
peppers,80,5000,54.07702856,0.997683202,125,70980,Yes,,peppers,80,53.69673876,0.998846553,53,5000,70980,Yes,,54.07702856,53.69673876,0.380289801,,0.997683202,0.998846553,-0.001163351
peppers,80,6000,53.20430703,0.997384141,156,70980,Yes,,peppers,80,52.95186973,0.998457012,52,6000,70980,Yes,,53.20430703,52.95186973,0.252437297,,0.997384141,0.998457012,-0.001072871
peppers,80,7000,52.49439537,0.997147512,139,70980,Yes,,peppers,80,52.32367912,0.997982106,59,7000,70980,Yes,,52.49439537,52.32367912,0.170716252,,0.997147512,0.997982106,-0.000834594
peppers,80,8000,51.84232475,0.996960658,146,70980,Yes,,peppers,80,51.78864798,0.997461704,105,8000,70980,Yes,,51.84232475,51.78864798,0.053676766,,0.996960658,0.997461704,-0.000501046
peppers,80,9000,51.28004683,0.996832245,154,70980,Yes,,peppers,80,51.33561778,0.996926844,139,9000,70980,Yes,,51.28004683,51.33561778,-0.055570951,,0.996832245,0.996926844,-9.45993E-05
peppers,80,10000,50.86622883,0.996379667,224,70980,Yes,,peppers,80,50.94747581,0.996761148,139,10000,70980,Yes,,50.86622883,50.94747581,-0.081246977,,0.996379667,0.996761148,-0.000381481
peppers,80,11000,50.51396889,0.99588795,262,70980,Yes,,peppers,80,50.59318076,0.996642473,157,11000,70980,Yes,,50.51396889,50.59318076,-0.079211872,,0.99588795,0.996642473,-0.000754523
peppers,80,12000,50.208177,0.995488395,290,70980,Yes,,peppers,80,50.27085205,0.996464121,138,12000,70980,Yes,,50.208177,50.27085205,-0.062675055,,0.995488395,0.996464121,-0.000975726
peppers,80,13000,49.89974205,0.995129674,299,70980,Yes,,peppers,80,49.96319142,0.996229208,164,13000,70980,Yes,,49.89974205,49.96319142,-0.063449372,,0.995129674,0.996229208,-0.001099534
peppers,80,14000,49.63379394,0.99486076,302,70980,Yes,,peppers,80,49.6906004,0.995945816,164,14000,70980,Yes,,49.63379394,49.6906004,-0.056806457,,0.99486076,0.995945816,-0.001085056
peppers,80,15000,49.3716508,0.994646213,325,70980,Yes,,peppers,80,49.43796167,0.995603607,181,15000,70980,Yes,,49.3716508,49.43796167,-0.066310875,,0.994646213,0.995603607,-0.000957394
peppers,90,1000,65.01161023,0.999743236,31,117591,Yes,,peppers,90,64.52818079,0.999953526,-9,1000,117591,Yes,,65.01161023,64.52818079,0.483429438,,0.999743236,0.999953526,-0.00021029
peppers,90,2000,62.0791524,0.999524959,1,117591,Yes,,peppers,90,61.50417044,0.999881049,62,2000,117591,Yes,,62.0791524,61.50417044,0.574981962,,0.999524959,0.999881049,-0.00035609
peppers,90,3000,60.24659554,0.999316178,38,117591,Yes,,peppers,90,59.84506641,0.999793711,24,3000,117591,Yes,,60.24659554,59.84506641,0.401529127,,0.999316178,0.999793711,-0.000477533
peppers,90,4000,58.94720473,0.999127527,21,117591,Yes,,peppers,90,58.60644833,0.999684526,-12,4000,117591,Yes,,58.94720473,58.60644833,0.340756405,,0.999127527,0.999684526,-0.000556999
peppers,90,5000,57.90994529,0.998959459,23,117591,Yes,,peppers,90,57.65984662,0.999551197,-18,5000,117591,Yes,,57.90994529,57.65984662,0.250098667,,0.998959459,0.999551197,-0.000591738
peppers,90,6000,57.07574854,0.998803054,25,117591,Yes,,peppers,90,56.86634985,0.999395869,-61,6000,117591,Yes,,57.07574854,56.86634985,0.209398689,,0.998803054,0.999395869,-0.000592815
peppers,90,7000,56.38378534,0.998673676,-11,117591,Yes,,peppers,90,56.2109852,0.99922667,-49,7000,117591,Yes,,56.38378534,56.2109852,0.172800138,,0.998673676,0.99922667,-0.000552994
peppers,90,8000,55.79499702,0.998573871,10,117591,Yes,,peppers,90,55.6471872,0.999027443,-15,8000,117591,Yes,,55.79499702,55.6471872,0.147809823,,0.998573871,0.999027443,-0.000453572
peppers,90,9000,55.27744505,0.998493012,-59,117591,Yes,,peppers,90,55.16972045,0.998820803,19,9000,117591,Yes,,55.27744505,55.16972045,0.107724605,,0.998493012,0.998820803,-0.000327791
peppers,90,10000,54.80418188,0.99842653,1,117591,Yes,,peppers,90,54.73276219,0.998588095,-15,10000,117591,Yes,,54.80418188,54.73276219,0.071419692,,0.99842653,0.998588095,-0.000161565
peppers,90,11000,54.42152389,0.998351041,27,117591,Yes,,peppers,90,54.37662357,0.998366268,16,11000,117591,Yes,,54.42152389,54.37662357,0.044900321,,0.998351041,0.998366268,-1.52266E-05
peppers,90,12000,54.18793794,0.998189537,8,117591,Yes,,peppers,90,54.1960986,0.998343139,9,12000,117591,Yes,,54.18793794,54.1960986,-0.008160662,,0.998189537,0.998343139,-0.000153602
peppers,90,13000,53.97307689,0.998056037,17,117591,Yes,,peppers,90,54.00236884,0.998302323,10,13000,117591,Yes,,53.97307689,54.00236884,-0.029291947,,0.998056037,0.998302323,-0.000246286
peppers,90,14000,53.78939048,0.997945515,22,117591,Yes,,peppers,90,53.81777224,0.998257035,10,14000,117591,Yes,,53.78939048,53.81777224,-0.028381764,,0.997945515,0.998257035,-0.00031152
peppers,90,15000,53.61233937,0.997848198,18,117591,Yes,,peppers,90,53.64105656,0.998198258,4,15000,117591,Yes,,53.61233937,53.64105656,-0.02871719,,0.997848198,0.998198258,-0.00035006
splash,50,1000,54.9679646,0.997962713,119,24846,Yes,,splash,50,53.52134459,0.999023097,23,1000,24846,Yes,,54.9679646,53.52134459,1.446620007,,0.997962713,0.999023097,-0.001060384
splash,50,2000,51.68264403,0.996021071,162,24846,Yes,,splash,50,50.58608933,0.997702258,31,2000,24846,Yes,,51.68264403,50.58608933,1.096554697,,0.996021071,0.997702258,-0.001681187
splash,50,3000,49.73898521,0.994329755,210,24846,Yes,,splash,50,49.03128552,0.996122058,49,3000,24846,Yes,,49.73898521,49.03128552,0.707699686,,0.994329755,0.996122058,-0.001792303
splash,50,4000,48.2936578,0.99298292,202,24846,Yes,,splash,50,47.93354895,0.99419614,96,4000,24846,Yes,,48.2936578,47.93354895,0.360108853,,0.99298292,0.99419614,-0.00121322
splash,50,5000,47.13756956,0.991787498,233,24846,Yes,,splash,50,47.16129264,0.992278957,183,5000,24846,Yes,,47.13756956,47.16129264,-0.023723083,,0.991787498,0.992278957,-0.000491459
splash,50,6000,46.33279619,0.990329902,294,24846,Yes,,splash,50,46.48660834,0.991111967,211,6000,24846,Yes,,46.33279619,46.48660834,-0.153812154,,0.990329902,0.991111967,-0.000782065
splash,50,7000,45.0504384,0.988215411,323,24846,Yes,,splash,50,45.43352669,0.989539851,255,7000,24846,Yes,,45.0504384,45.43352669,-0.383088289,,0.988215411,0.989539851,-0.00132444
splash,50,8000,44.56323747,0.987237305,342,24846,Yes,,splash,50,44.59788167,0.987488432,305,8000,24846,Yes,,44.56323747,44.59788167,-0.034644201,,0.987237305,0.987488432,-0.000251127
splash,50,9000,43.88307756,0.985735232,369,24846,Yes,,splash,50,44.11005094,0.986307539,313,9000,24846,Yes,,43.88307756,44.11005094,-0.226973376,,0.985735232,0.986307539,-0.000572307
splash,50,10000,43.25763983,0.984422116,398,24846,Yes,,splash,50,43.52778055,0.984751484,386,10000,24846,Yes,,43.25763983,43.52778055,-0.270140719,,0.984422116,0.984751484,-0.000329368
splash,50,11000,42.60949434,0.983090968,432,24846,Yes,,splash,50,42.83286554,0.983104337,428,11000,24846,Yes,,42.60949434,42.83286554,-0.2233712,,0.983090968,0.983104337,-1.33694E-05
splash,50,12000,42.33510095,0.982716324,444,24846,No,,splash,50,42.40316661,0.982452612,438,12000,24846,No,,42.33510095,42.40316661,-0.068065658,,0.982716324,0.982452612,0.000263712
splash,50,13000,42.33510095,0.982716324,444,24846,No,,splash,50,42.40316661,0.982452612,438,13000,24846,No,,42.33510095,42.40316661,-0.068065658,,0.982716324,0.982452612,0.000263712
splash,50,14000,42.33510095,0.982716324,444,24846,No,,splash,50,42.40316661,0.982452612,438,14000,24846,No,,42.33510095,42.40316661,-0.068065658,,0.982716324,0.982452612,0.000263712
splash,50,15000,42.33510095,0.982716324,444,24846,No,,splash,50,42.40316661,0.982452612,438,15000,24846,No,,42.33510095,42.40316661,-0.068065658,,0.982716324,0.982452612,0.000263712
splash,60,1000,56.48966136,0.998486305,99,31221,Yes,,splash,60,54.94682246,0.999243549,42,1000,31221,Yes,,56.48966136,54.94682246,1.542838897,,0.998486305,0.999243549,-0.000757244
splash,60,2000,53.38574615,0.996980361,169,31221,Yes,,splash,60,52.18660798,0.998255847,34,2000,31221,Yes,,53.38574615,52.18660798,1.199138171,,0.996980361,0.998255847,-0.001275486
splash,60,3000,51.46186985,0.995732739,215,31221,Yes,,splash,60,50.57633203,0.997021875,82,3000,31221,Yes,,51.46186985,50.57633203,0.885537824,,0.995732739,0.997021875,-0.001289136
splash,60,4000,50.08901211,0.99452706,220,31221,Yes,,splash,60,49.4426651,0.995708181,95,4000,31221,Yes,,50.08901211,49.4426651,0.646347011,,0.99452706,0.995708181,-0.001181121
splash,60,5000,49.00324611,0.993434625,255,31221,Yes,,splash,60,48.58881296,0.994338795,149,5000,31221,Yes,,49.00324611,48.58881296,0.414433146,,0.993434625,0.994338795,-0.00090417
splash,60,6000,48.02934867,0.992507438,261,31221,Yes,,splash,60,47.91495527,0.99275702,243,6000,31221,Yes,,48.02934867,47.91495527,0.114393404,,0.992507438,0.99275702,-0.000249582
splash,60,7000,47.38208243,0.991262648,330,31221,Yes,,splash,60,47.37023268,0.992108462,269,7000,31221,Yes,,47.38208243,47.37023268,0.01184975,,0.991262648,0.992108462,-0.000845814
splash,60,8000,46.65076734,0.989888982,396,31221,Yes,,splash,60,46.85031971,0.991208182,287,8000,31221,Yes,,46.65076734,46.85031971,-0.199552366,,0.989888982,0.991208182,-0.0013192
splash,60,9000,45.88235717,0.988497834,411,31221,Yes,,splash,60,45.87211238,0.989547116,344,9000,31221,Yes,,45.88235717,45.87211238,0.010244789,,0.988497834,0.989547116,-0.001049282
splash,60,10000,45.5251141,0.987893823,435,31221,Yes,,splash,60,45.45045677,0.98810708,406,10000,31221,Yes,,45.5251141,45.45045677,0.07465733,,0.987893823,0.98810708,-0.000213257
splash,60,11000,44.93317077,0.986400543,491,31221,Yes,,splash,60,45.09656414,0.987364042,450,11000,31221,Yes,,44.93317077,45.09656414,-0.163393375,,0.986400543,0.987364042,-0.000963499
splash,60,12000,44.49242985,0.985444944,513,31221,Yes,,splash,60,44.57175584,0.985961759,501,12000,31221,Yes,,44.49242985,44.57175584,-0.079325994,,0.985444944,0.985961759,-0.000516815
splash,60,13000,44.00280428,0.984241041,571,31221,Yes,,splash,60,44.15711295,0.984905925,540,13000,31221,Yes,,44.00280428,44.15711295,-0.154308671,,0.984241041,0.984905925,-0.000664884
splash,60,14000,43.53668729,0.983171315,586,31221,Yes,,splash,60,43.62587562,0.983595443,595,14000,31221,Yes,,43.53668729,43.62587562,-0.089188326,,0.983171315,0.983595443,-0.000424128
splash,60,15000,42.86067506,0.982083936,659,31221,No,,splash,60,43.00899915,0.982591515,629,15000,31221,No,,42.86067506,43.00899915,-0.148324091,,0.982083936,0.982591515,-0.000507579
splash,70,1000,58.80945935,0.999024088,105,40233,Yes,,splash,70,57.4793316,0.999546429,27,1000,40233,Yes,,58.80945935,57.4793316,1.330127746,,0.999024088,0.999546429,-0.000522341
